#K-Path          Energy     s      p      d    tot
# NKPTS & NBANDS: 200  40
# Band-Index    1
   0.07421     32.134631  0.000  0.044  0.000  0.044
   0.08905     32.179481  0.000  0.046  0.000  0.046
   0.10389     32.227282  0.000  0.048  0.000  0.048
   0.11874     32.277045  0.000  0.048  0.000  0.048
   0.13358     32.327619  0.000  0.050  0.000  0.050
   0.14842     32.378480  0.000  0.050  0.000  0.050
   0.16326     32.429333  0.000  0.050  0.000  0.050
   0.17811     32.479732  0.000  0.052  0.000  0.052
   0.19295     32.448786  0.028  0.040  0.000  0.068
   0.20779     32.338579  0.026  0.042  0.000  0.070
   0.22263     32.231661  0.026  0.046  0.000  0.072
   0.23747     32.128590  0.024  0.050  0.000  0.074
   0.25232     32.029715  0.022  0.054  0.000  0.076
   0.26716     31.936387  0.022  0.056  0.000  0.078
   0.28200     31.849220  0.020  0.060  0.000  0.080
   0.29684     31.769308  0.018  0.064  0.000  0.082
   0.31168     31.698042  0.016  0.066  0.000  0.082
   0.32653     31.636807  0.014  0.070  0.000  0.084
   0.34137     31.587251  0.012  0.070  0.000  0.084
   0.35621     31.550782  0.010  0.072  0.000  0.082
   0.37105     31.528593  0.010  0.072  0.000  0.080
   0.38589     31.522403  0.008  0.070  0.000  0.078
   0.40074     31.532832  0.008  0.066  0.000  0.074
   0.41558     31.560420  0.008  0.062  0.000  0.070
   0.43042     31.605416  0.008  0.058  0.000  0.066
   0.44526     31.667692  0.010  0.052  0.000  0.062
   0.46010     31.747227  0.012  0.046  0.000  0.058
   0.47495     31.843625  0.014  0.040  0.000  0.054
   0.48979     31.955992  0.018  0.032  0.000  0.050
   0.50463     32.083115  0.020  0.026  0.000  0.046
   0.51947     32.223341  0.022  0.022  0.000  0.044
   0.53432     32.375215  0.024  0.016  0.000  0.042
   0.54916     32.536990  0.026  0.012  0.000  0.040
   0.56400     32.707230  0.028  0.010  0.000  0.038
   0.57884     32.884687  0.028  0.008  0.000  0.036
   0.59368     33.068328  0.030  0.006  0.000  0.034
   0.60853     33.257314  0.030  0.004  0.000  0.034
   0.62337     33.450959  0.030  0.002  0.000  0.032
   0.63821     33.648700  0.030  0.002  0.000  0.032
   0.65305     33.850073  0.030  0.002  0.000  0.032
   0.66789     34.054687  0.030  0.000  0.000  0.032
   0.68274     34.262205  0.030  0.000  0.000  0.030
   0.69758     34.472318  0.030  0.000  0.000  0.030
   0.71242     34.679823  0.000  0.040  0.000  0.040
   0.72726     34.758721  0.000  0.042  0.000  0.042
   0.74210     34.828688  0.000  0.046  0.000  0.046
   0.75695     34.887463  0.000  0.052  0.000  0.052
   0.77179     34.934554  0.000  0.054  0.000  0.054
   0.78663     34.971139  0.000  0.056  0.000  0.056
   0.80147     34.999469  0.000  0.058  0.000  0.058
   0.81632     35.022691  0.000  0.058  0.000  0.058
   0.83116     35.042630  0.000  0.058  0.000  0.058
   0.84600     35.060738  0.000  0.058  0.000  0.058
   0.86084     35.077909  0.000  0.058  0.000  0.058
   0.87568     35.094455  0.000  0.056  0.000  0.056
   0.89053     35.110801  0.000  0.056  0.000  0.056
   0.90537     35.126844  0.000  0.054  0.000  0.054
   0.92021     35.142492  0.000  0.054  0.000  0.054
   0.93505     35.157771  0.000  0.052  0.000  0.052
   0.94989     35.172909  0.000  0.050  0.000  0.050
   0.96474     35.187444  0.000  0.048  0.000  0.048
   0.97958     35.201840  0.000  0.048  0.000  0.048
   0.99442     35.216504  0.000  0.044  0.000  0.044
   1.00926     35.231816  0.000  0.042  0.000  0.042
   1.02410     35.248534  0.000  0.040  0.000  0.040
   1.03895     35.267617  0.000  0.038  0.000  0.038
   1.05379     35.290373  0.000  0.034  0.000  0.034
   1.06863     35.318514  0.000  0.030  0.000  0.030
   1.08347     35.214999  0.000  0.000  0.000  0.000
   1.09832     35.091240  0.000  0.000  0.000  0.000
   1.11316     34.997421  0.000  0.000  0.000  0.000
   1.12800     35.183555  0.008  0.012  0.000  0.020
   1.14284     35.413901  0.008  0.014  0.000  0.022
   1.15768     35.658784  0.008  0.016  0.000  0.024
   1.17253     35.911569  0.006  0.018  0.000  0.026
   1.18737     36.141847  0.000  0.006  0.000  0.006
   1.20221     36.334234  0.000  0.006  0.000  0.006
   1.21705     36.518586  0.000  0.006  0.000  0.006
   1.23189     36.664257  0.000  0.008  0.000  0.008
   1.24674     36.725429  0.000  0.008  0.000  0.008
   1.26158     36.699385  0.000  0.008  0.000  0.008
   1.27642     36.639569  0.000  0.008  0.000  0.008
   1.29126     36.586981  0.000  0.008  0.000  0.008
   1.30610     36.561907  0.000  0.008  0.000  0.008
   1.32095     36.572742  0.000  0.008  0.000  0.008
   1.33579     36.661373  0.010  0.006  0.000  0.018
   1.35063     36.714622  0.016  0.000  0.000  0.016
   1.36547     36.748407  0.000  0.030  0.000  0.030
   1.38031     36.862566  0.000  0.000  0.000  0.000
   1.39516     36.992687  0.000  0.016  0.000  0.016
   1.41000     37.067569  0.008  0.006  0.000  0.014
   1.42484     37.121237  0.008  0.002  0.000  0.010
   1.43968     37.309564  0.006  0.006  0.000  0.012
   1.45453     37.550884  0.002  0.008  0.000  0.010
   1.46937     37.623289  0.000  0.000  0.000  0.000
   1.46937     37.623289  0.000  0.000  0.000  0.000
   1.48651     37.520435  0.004  0.008  0.000  0.012
   1.50364     37.248237  0.008  0.008  0.000  0.014
   1.52078     37.030059  0.014  0.008  0.000  0.022
   1.53792     36.834096  0.000  0.000  0.000  0.000
   1.55506     36.704084  0.014  0.002  0.000  0.016
   1.57220     36.718391  0.014  0.002  0.000  0.016
   1.58933     36.732826  0.012  0.002  0.000  0.016
   1.60647     36.748170  0.012  0.002  0.000  0.016
   1.62361     36.764801  0.012  0.002  0.000  0.016
   1.64075     36.782896  0.012  0.002  0.000  0.014
   1.65789     36.802574  0.012  0.002  0.000  0.014
   1.67503     36.823856  0.012  0.002  0.000  0.014
   1.69216     36.846707  0.012  0.004  0.000  0.014
   1.70930     36.871044  0.012  0.004  0.000  0.014
   1.72644     36.896586  0.012  0.004  0.000  0.014
   1.74358     36.922560  0.012  0.002  0.000  0.014
   1.76072     36.786117  0.020  0.006  0.000  0.026
   1.77785     36.577883  0.024  0.004  0.000  0.028
   1.79499     36.436871  0.026  0.006  0.000  0.032
   1.81213     36.378620  0.024  0.012  0.000  0.036
   1.82927     36.372236  0.022  0.016  0.000  0.038
   1.84641     36.219769  0.000  0.006  0.000  0.006
   1.86355     36.069251  0.000  0.010  0.000  0.010
   1.88068     35.944971  0.000  0.016  0.000  0.016
   1.89782     35.847809  0.000  0.020  0.000  0.020
   1.91496     35.776477  0.000  0.026  0.000  0.026
   1.93210     35.895015  0.000  0.032  0.000  0.032
   1.94924     36.031085  0.000  0.034  0.000  0.034
   1.96637     36.157664  0.000  0.038  0.000  0.038
   1.98351     36.270844  0.000  0.042  0.000  0.042
   2.00065     36.367081  0.000  0.044  0.000  0.044
   2.01779     36.443011  0.000  0.046  0.000  0.046
   2.03493     36.495444  0.000  0.046  0.000  0.046
   2.05207     36.521672  0.000  0.046  0.000  0.046
   2.06920     36.519859  0.000  0.044  0.000  0.044
   2.08634     36.489760  0.000  0.042  0.000  0.042
   2.10348     36.432811  0.000  0.040  0.000  0.040
   2.12062     36.351962  0.000  0.036  0.000  0.036
   2.13776     36.251070  0.000  0.032  0.000  0.032
   2.15489     36.134232  0.000  0.028  0.000  0.028
   2.17203     36.005279  0.000  0.026  0.000  0.026
   2.18917     35.867534  0.000  0.022  0.000  0.022
   2.20631     35.723783  0.000  0.020  0.000  0.020
   2.22345     35.576179  0.000  0.016  0.000  0.016
   2.24059     35.435185  0.000  0.046  0.000  0.046
   2.25772     35.328052  0.000  0.044  0.000  0.044
   2.27486     35.207366  0.000  0.040  0.000  0.040
   2.29200     35.075134  0.000  0.038  0.000  0.038
   2.30914     34.933494  0.000  0.034  0.000  0.034
   2.32628     34.784402  0.000  0.032  0.000  0.032
   2.34341     34.629818  0.000  0.030  0.000  0.030
   2.36055     34.471366  0.000  0.028  0.000  0.028
   2.37769     34.310733  0.000  0.026  0.000  0.026
   2.39483     34.167275  0.000  0.000  0.000  0.000
   2.41197     34.049786  0.000  0.000  0.000  0.000
   2.42911     33.938551  0.000  0.000  0.000  0.000
   2.44624     33.745353  0.026  0.020  0.000  0.046
   2.46338     33.570699  0.000  0.030  0.000  0.030
   2.48052     33.508175  0.000  0.034  0.000  0.034
   2.49766     33.528800  0.000  0.034  0.000  0.034
   2.51480     33.486562  0.000  0.004  0.000  0.004
   2.53193     33.381565  0.002  0.014  0.000  0.016
   2.54907     33.208611  0.002  0.014  0.000  0.016
   2.56621     33.039377  0.000  0.016  0.000  0.016
   2.58335     32.874852  0.000  0.016  0.000  0.016
   2.60049     32.716596  0.000  0.016  0.000  0.016
   2.61763     32.566942  0.000  0.016  0.000  0.016
   2.63476     32.429542  0.000  0.016  0.000  0.016
   2.65190     32.310176  0.000  0.018  0.000  0.018
   2.66904     32.217312  0.002  0.018  0.000  0.020
   2.68618     32.161467  0.004  0.018  0.000  0.022
   2.70332     32.150563  0.006  0.018  0.000  0.024
   2.72045     32.183828  0.010  0.016  0.000  0.026
   2.73759     32.252851  0.012  0.014  0.000  0.026
   2.75473     32.347382  0.014  0.012  0.000  0.026
   2.77187     32.459467  0.016  0.010  0.000  0.026
   2.78901     32.583859  0.018  0.008  0.000  0.026
   2.80615     32.717255  0.018  0.006  0.000  0.024
   2.82328     32.857564  0.018  0.006  0.000  0.024
   2.84042     33.003429  0.020  0.004  0.000  0.024
   2.85756     33.127910  0.000  0.080  0.000  0.080
   2.87470     33.130182  0.000  0.084  0.000  0.084
   2.89184     33.129971  0.000  0.088  0.000  0.088
   2.90897     33.127216  0.000  0.090  0.000  0.090
   2.92611     33.121443  0.000  0.094  0.000  0.094
   2.94325     33.112959  0.000  0.096  0.000  0.096
   2.96039     33.100593  0.000  0.098  0.000  0.098
   2.97753     33.084742  0.000  0.100  0.000  0.100
   2.99467     33.065294  0.000  0.102  0.000  0.102
   3.01180     33.042197  0.000  0.104  0.000  0.104
   3.02894     33.015423  0.000  0.104  0.000  0.104
   3.04608     32.985222  0.000  0.106  0.000  0.106
   3.06322     32.951666  0.000  0.106  0.000  0.106
   3.08036     32.914939  0.000  0.106  0.000  0.106
   3.09749     32.875252  0.000  0.106  0.000  0.106
   3.11463     32.832841  0.000  0.106  0.000  0.106
   3.13177     32.787952  0.000  0.106  0.000  0.106
   3.14891     32.740824  0.000  0.106  0.000  0.106
   3.16605     32.691926  0.000  0.106  0.000  0.106
 
# Band-Index   34
   3.16605     36.142054  0.018  0.002  0.000  0.022
   3.14891     36.024039  0.018  0.002  0.000  0.020
   3.13177     35.875467  0.018  0.002  0.000  0.020
   3.11463     35.710787  0.018  0.002  0.000  0.020
   3.09749     35.537985  0.018  0.002  0.000  0.020
   3.08036     35.361261  0.018  0.000  0.000  0.020
   3.06322     35.182911  0.018  0.000  0.000  0.018
   3.04608     35.004273  0.018  0.000  0.000  0.018
   3.02894     34.826182  0.018  0.000  0.000  0.018
   3.01180     34.649197  0.018  0.000  0.000  0.020
   2.99467     34.473709  0.018  0.000  0.000  0.020
   2.97753     34.300020  0.020  0.000  0.000  0.020
   2.96039     34.128376  0.020  0.000  0.000  0.020
   2.94325     33.958999  0.020  0.000  0.000  0.020
   2.92611     33.792095  0.020  0.002  0.000  0.020
   2.90897     33.627877  0.020  0.002  0.000  0.022
   2.89184     33.466580  0.020  0.002  0.000  0.022
   2.87470     33.308491  0.020  0.002  0.000  0.022
   2.85756     33.153940  0.020  0.004  0.000  0.022
   2.84042     33.124313  0.000  0.076  0.000  0.076
   2.82328     33.119549  0.000  0.072  0.000  0.072
   2.80615     33.114165  0.000  0.068  0.000  0.068
   2.78901     33.108731  0.000  0.064  0.000  0.064
   2.77187     33.103842  0.000  0.058  0.000  0.058
   2.75473     33.100018  0.000  0.054  0.000  0.054
   2.73759     33.098080  0.000  0.050  0.000  0.050
   2.72045     33.098506  0.000  0.046  0.000  0.046
   2.70332     33.101930  0.000  0.040  0.000  0.040
   2.68618     33.108953  0.000  0.036  0.000  0.036
   2.66904     33.120155  0.000  0.032  0.000  0.032
   2.65190     33.136091  0.000  0.028  0.000  0.028
   2.63476     33.157283  0.000  0.024  0.000  0.024
   2.61763     33.184214  0.000  0.020  0.000  0.020
   2.60049     33.217320  0.000  0.016  0.000  0.016
   2.58335     33.256981  0.000  0.014  0.000  0.014
   2.56621     33.303518  0.000  0.010  0.000  0.010
   2.54907     33.357185  0.000  0.008  0.000  0.008
   2.53193     33.418165  0.000  0.006  0.000  0.006
   2.51480     33.557396  0.002  0.014  0.000  0.016
   2.49766     33.562404  0.000  0.002  0.000  0.002
   2.48052     33.645671  0.000  0.002  0.000  0.002
   2.46338     33.736249  0.000  0.000  0.000  0.000
   2.44624     33.833959  0.000  0.000  0.000  0.000
   2.42911     33.940994  0.026  0.020  0.000  0.046
   2.41197     34.138231  0.026  0.022  0.000  0.046
   2.39483     34.337048  0.024  0.022  0.000  0.046
   2.37769     34.537351  0.024  0.022  0.000  0.046
   2.36055     34.738920  0.022  0.024  0.000  0.046
   2.34341     34.941802  0.022  0.024  0.000  0.046
   2.32628     35.145701  0.020  0.024  0.000  0.046
   2.30914     35.350382  0.020  0.026  0.000  0.046
   2.29200     35.555465  0.018  0.028  0.000  0.046
   2.27486     35.760404  0.018  0.028  0.000  0.046
   2.25772     35.964384  0.016  0.030  0.000  0.046
   2.24059     36.166118  0.014  0.034  0.000  0.048
   2.22345     36.363514  0.012  0.036  0.000  0.048
   2.20631     36.553199  0.010  0.040  0.000  0.050
   2.18917     36.728912  0.006  0.044  0.000  0.052
   2.17203     36.866738  0.002  0.028  0.000  0.028
   2.15489     36.927592  0.000  0.028  0.000  0.030
   2.13776     36.965264  0.000  0.028  0.000  0.030
   2.12062     36.983192  0.000  0.028  0.000  0.028
   2.10348     36.985561  0.000  0.028  0.000  0.028
   2.08634     36.976384  0.000  0.026  0.000  0.026
   2.06920     36.959016  0.002  0.024  0.000  0.026
   2.05207     36.935884  0.002  0.022  0.000  0.024
   2.03493     36.895732  0.010  0.038  0.000  0.048
   2.01779     36.842920  0.010  0.036  0.000  0.048
   2.00065     36.789764  0.012  0.036  0.000  0.046
   1.98351     36.737034  0.012  0.034  0.000  0.046
   1.96637     36.685118  0.014  0.032  0.000  0.046
   1.94924     36.634716  0.014  0.030  0.000  0.044
   1.93210     36.586086  0.014  0.030  0.000  0.044
   1.91496     36.539537  0.016  0.028  0.000  0.044
   1.89782     36.495635  0.016  0.026  0.000  0.042
   1.88068     36.455068  0.016  0.024  0.000  0.042
   1.86355     36.419028  0.018  0.022  0.000  0.040
   1.84641     36.389751  0.020  0.020  0.000  0.040
   1.82927     36.393738  0.000  0.004  0.000  0.004
   1.81213     36.587225  0.000  0.002  0.000  0.002
   1.79499     36.795802  0.000  0.002  0.000  0.002
   1.77785     36.950722  0.018  0.000  0.000  0.018
   1.76072     36.946094  0.014  0.002  0.000  0.016
   1.74358     37.026011  0.016  0.008  0.000  0.024
   1.72644     37.180757  0.000  0.000  0.000  0.000
   1.70930     36.988841  0.000  0.002  0.000  0.002
   1.69216     37.007963  0.000  0.014  0.000  0.014
   1.67503     37.159605  0.000  0.016  0.000  0.016
   1.65789     37.274425  0.000  0.016  0.000  0.016
   1.64075     37.352915  0.000  0.016  0.000  0.016
   1.62361     37.402517  0.000  0.016  0.000  0.016
   1.60647     37.432674  0.000  0.014  0.000  0.014
   1.58933     37.451329  0.000  0.014  0.000  0.014
   1.57220     37.464224  0.000  0.012  0.000  0.012
   1.55506     37.273732  0.014  0.020  0.000  0.032
   1.53792     37.050469  0.018  0.014  0.000  0.032
   1.52078     37.089076  0.000  0.000  0.000  0.000
   1.50364     37.338751  0.000  0.000  0.000  0.000
   1.48651     37.542199  0.000  0.000  0.000  0.000
   1.46937     37.623346  0.000  0.000  0.000  0.000
   1.46937     37.623346  0.000  0.000  0.000  0.000
   1.45453     37.568097  0.000  0.000  0.000  0.000
   1.43968     37.448231  0.000  0.000  0.000  0.000
   1.42484     37.298642  0.000  0.014  0.000  0.014
   1.41000     37.143791  0.000  0.014  0.000  0.014
   1.39516     37.011717  0.000  0.000  0.000  0.000
   1.38031     36.913741  0.000  0.006  0.000  0.006
   1.36547     36.795354  0.000  0.008  0.000  0.008
   1.35063     36.797472  0.006  0.014  0.000  0.020
   1.33579     36.741274  0.012  0.006  0.000  0.018
   1.32095     36.750529  0.012  0.004  0.000  0.016
   1.30610     36.764388  0.014  0.004  0.000  0.016
   1.29126     36.779927  0.012  0.004  0.000  0.016
   1.27642     36.796787  0.012  0.004  0.000  0.016
   1.26158     36.814824  0.012  0.004  0.000  0.016
   1.24674     36.833729  0.012  0.006  0.000  0.016
   1.23189     36.849511  0.008  0.010  0.000  0.018
   1.21705     36.679726  0.004  0.026  0.000  0.028
   1.20221     36.425508  0.006  0.022  0.000  0.028
   1.18737     36.168177  0.006  0.020  0.000  0.026
   1.17253     35.957952  0.000  0.006  0.000  0.006
   1.15768     35.793559  0.000  0.008  0.000  0.008
   1.14284     35.655783  0.000  0.010  0.000  0.010
   1.12800     35.546751  0.000  0.014  0.000  0.014
   1.11316     35.463693  0.000  0.018  0.000  0.018
   1.09832     35.401361  0.000  0.022  0.000  0.022
   1.08347     35.354400  0.000  0.026  0.000  0.026
   1.06863     35.358241  0.000  0.000  0.000  0.000
   1.05379     35.513453  0.000  0.000  0.000  0.000
   1.03895     35.675456  0.000  0.000  0.000  0.000
   1.02410     35.840322  0.000  0.000  0.000  0.000
   1.00926     36.004479  0.000  0.000  0.000  0.000
   0.99442     36.163978  0.000  0.000  0.000  0.000
   0.97958     36.313724  0.000  0.000  0.000  0.000
   0.96474     36.446822  0.000  0.000  0.000  0.000
   0.94989     36.554541  0.000  0.000  0.000  0.000
   0.93505     36.628299  0.000  0.000  0.000  0.000
   0.92021     36.663874  0.000  0.000  0.000  0.000
   0.90537     36.612018  0.000  0.030  0.000  0.030
   0.89053     36.510585  0.000  0.030  0.000  0.030
   0.87568     36.410668  0.000  0.030  0.000  0.030
   0.86084     36.312333  0.000  0.030  0.000  0.030
   0.84600     36.215438  0.000  0.030  0.000  0.030
   0.83116     36.120017  0.000  0.030  0.000  0.030
   0.81632     36.026064  0.000  0.030  0.000  0.030
   0.80147     35.933684  0.000  0.030  0.000  0.030
   0.78663     35.772123  0.028  0.004  0.000  0.032
   0.77179     35.552372  0.028  0.004  0.000  0.032
   0.75695     35.333375  0.028  0.002  0.000  0.032
   0.74210     35.115566  0.030  0.002  0.000  0.030
   0.72726     34.899274  0.030  0.002  0.000  0.030
   0.71242     34.684782  0.030  0.002  0.000  0.030
   0.69758     34.594945  0.000  0.036  0.000  0.036
   0.68274     34.507256  0.000  0.036  0.000  0.036
   0.66789     34.419041  0.000  0.034  0.000  0.034
   0.65305     34.331947  0.000  0.034  0.000  0.034
   0.63821     34.247014  0.000  0.034  0.000  0.034
   0.62337     34.164742  0.000  0.036  0.000  0.036
   0.60853     34.085384  0.000  0.036  0.000  0.036
   0.59368     34.008963  0.000  0.036  0.000  0.036
   0.57884     33.935395  0.000  0.038  0.000  0.038
   0.56400     33.864516  0.000  0.038  0.000  0.038
   0.54916     33.796146  0.000  0.040  0.000  0.040
   0.53432     33.730101  0.000  0.040  0.000  0.040
   0.51947     33.666174  0.000  0.042  0.000  0.042
   0.50463     33.604202  0.000  0.042  0.000  0.042
   0.48979     33.544022  0.000  0.042  0.000  0.042
   0.47495     33.485488  0.000  0.044  0.000  0.044
   0.46010     33.428460  0.000  0.044  0.000  0.044
   0.44526     33.372824  0.000  0.044  0.000  0.044
   0.43042     33.318457  0.000  0.046  0.000  0.046
   0.41558     33.265152  0.000  0.046  0.000  0.046
   0.40074     33.212982  0.000  0.046  0.000  0.046
   0.38589     33.161869  0.000  0.046  0.000  0.046
   0.37105     33.111478  0.000  0.048  0.000  0.048
   0.35621     33.061822  0.000  0.048  0.000  0.048
   0.34137     33.012950  0.000  0.048  0.000  0.048
   0.32653     32.964413  0.000  0.048  0.000  0.048
   0.31168     32.916258  0.000  0.050  0.000  0.050
   0.29684     32.868361  0.000  0.050  0.000  0.050
   0.28200     32.820596  0.000  0.050  0.000  0.050
   0.26716     32.772832  0.000  0.050  0.000  0.050
   0.25232     32.724939  0.000  0.050  0.000  0.050
   0.23747     32.676794  0.000  0.052  0.000  0.052
   0.22263     32.628187  0.000  0.052  0.000  0.052
   0.20779     32.579220  0.000  0.052  0.000  0.052
   0.19295     32.529750  0.000  0.052  0.000  0.052
   0.17811     32.561740  0.028  0.036  0.000  0.066
   0.16326     32.676987  0.030  0.034  0.000  0.064
   0.14842     32.794039  0.030  0.032  0.000  0.062
   0.13358     32.912580  0.030  0.028  0.000  0.060
   0.11874     33.031667  0.032  0.026  0.000  0.058
   0.10389     33.150793  0.032  0.024  0.000  0.056
   0.08905     33.133703  0.000  0.030  0.000  0.030
   0.07421     33.116040  0.000  0.030  0.000  0.030
   0.05937     33.101392  0.000  0.030  0.000  0.030
   0.04453     33.089878  0.000  0.030  0.000  0.030
   0.02968     33.081575  0.000  0.030  0.000  0.030
   0.01484     33.076573  0.000  0.028  0.000  0.028
   0.00000     33.074901  0.000  0.028  0.000  0.028
 
# Band-Index   35
   0.00000     33.789727  0.032  0.012  0.000  0.044
   0.01484     33.762996  0.032  0.012  0.000  0.044
   0.02968     33.694521  0.032  0.014  0.000  0.046
   0.04453     33.602337  0.032  0.016  0.000  0.048
   0.05937     33.497438  0.032  0.018  0.000  0.050
   0.07421     33.385386  0.032  0.020  0.000  0.052
   0.08905     33.269140  0.032  0.022  0.000  0.054
   0.10389     33.154233  0.000  0.032  0.000  0.032
   0.11874     33.177552  0.000  0.032  0.000  0.032
   0.13358     33.203478  0.000  0.032  0.000  0.032
   0.14842     33.231941  0.000  0.032  0.000  0.032
   0.16326     33.262622  0.000  0.034  0.000  0.034
   0.17811     33.295452  0.000  0.034  0.000  0.034
   0.19295     33.330298  0.000  0.034  0.000  0.034
   0.20779     33.366913  0.000  0.034  0.000  0.034
   0.22263     33.405387  0.000  0.036  0.000  0.036
   0.23747     33.445503  0.000  0.036  0.000  0.036
   0.25232     33.487139  0.000  0.036  0.000  0.036
   0.26716     33.530257  0.000  0.036  0.000  0.036
   0.28200     33.574728  0.000  0.036  0.000  0.036
   0.29684     33.620493  0.000  0.036  0.000  0.036
   0.31168     33.667608  0.000  0.036  0.000  0.036
   0.32653     33.715968  0.000  0.036  0.000  0.036
   0.34137     33.765542  0.000  0.036  0.000  0.036
   0.35621     33.816260  0.000  0.036  0.000  0.036
   0.37105     33.868192  0.000  0.036  0.000  0.036
   0.38589     33.921334  0.000  0.036  0.000  0.036
   0.40074     33.975649  0.000  0.036  0.000  0.036
   0.41558     34.031238  0.000  0.036  0.000  0.036
   0.43042     34.087989  0.000  0.034  0.000  0.034
   0.44526     34.145894  0.000  0.034  0.000  0.034
   0.46010     34.205017  0.000  0.034  0.000  0.034
   0.47495     34.265370  0.000  0.034  0.000  0.034
   0.48979     34.326969  0.000  0.034  0.000  0.034
   0.50463     34.389830  0.000  0.034  0.000  0.034
   0.51947     34.453938  0.000  0.034  0.000  0.034
   0.53432     34.519368  0.000  0.034  0.000  0.034
   0.54916     34.586048  0.000  0.034  0.000  0.034
   0.56400     34.654111  0.000  0.032  0.000  0.032
   0.57884     34.723514  0.000  0.032  0.000  0.032
   0.59368     34.794272  0.000  0.032  0.000  0.032
   0.60853     34.866471  0.000  0.032  0.000  0.032
   0.62337     34.939977  0.000  0.032  0.000  0.032
   0.63821     35.014878  0.000  0.032  0.000  0.032
   0.65305     35.091080  0.000  0.032  0.000  0.032
   0.66789     35.168805  0.000  0.032  0.000  0.032
   0.68274     35.247958  0.000  0.032  0.000  0.032
   0.69758     35.328490  0.000  0.030  0.000  0.030
   0.71242     35.410566  0.000  0.030  0.000  0.030
   0.72726     35.493987  0.000  0.030  0.000  0.030
   0.74210     35.579017  0.000  0.030  0.000  0.030
   0.75695     35.665457  0.000  0.030  0.000  0.030
   0.77179     35.753414  0.000  0.030  0.000  0.030
   0.78663     35.842807  0.000  0.030  0.000  0.030
   0.80147     35.992167  0.028  0.004  0.000  0.032
   0.81632     36.211803  0.028  0.006  0.000  0.032
   0.83116     36.393550  0.000  0.000  0.000  0.000
   0.84600     36.465367  0.000  0.000  0.000  0.000
   0.86084     36.532132  0.000  0.000  0.000  0.000
   0.87568     36.590874  0.000  0.000  0.000  0.000
   0.89053     36.637081  0.000  0.000  0.000  0.000
   0.90537     36.664199  0.000  0.000  0.000  0.000
   0.92021     36.714937  0.000  0.030  0.000  0.030
   0.93505     36.819402  0.000  0.030  0.000  0.030
   0.94989     36.925397  0.000  0.030  0.000  0.030
   0.96474     37.032893  0.000  0.030  0.000  0.030
   0.97958     37.141898  0.000  0.030  0.000  0.030
   0.99442     37.252413  0.000  0.030  0.000  0.030
   1.00926     37.321529  0.008  0.010  0.000  0.016
   1.02410     37.282635  0.008  0.010  0.000  0.016
   1.03895     37.244506  0.008  0.008  0.000  0.016
   1.05379     37.207378  0.008  0.008  0.000  0.016
   1.06863     37.171316  0.008  0.008  0.000  0.016
   1.08347     37.136395  0.008  0.008  0.000  0.016
   1.09832     37.102698  0.010  0.008  0.000  0.016
   1.11316     37.070244  0.010  0.006  0.000  0.016
   1.12800     37.039064  0.010  0.006  0.000  0.016
   1.14284     37.009169  0.010  0.006  0.000  0.016
   1.15768     36.980619  0.010  0.006  0.000  0.016
   1.17253     36.953351  0.012  0.006  0.000  0.016
   1.18737     36.927475  0.012  0.004  0.000  0.016
   1.20221     36.903132  0.012  0.004  0.000  0.016
   1.21705     36.881310  0.014  0.002  0.000  0.016
   1.23189     36.940088  0.008  0.020  0.000  0.026
   1.24674     37.174986  0.004  0.026  0.000  0.030
   1.26158     37.393185  0.002  0.028  0.000  0.030
   1.27642     37.571289  0.000  0.030  0.000  0.030
   1.29126     37.456368  0.000  0.044  0.000  0.044
   1.30610     37.283327  0.000  0.044  0.000  0.044
   1.32095     37.113300  0.000  0.044  0.000  0.044
   1.33579     36.948902  0.000  0.044  0.000  0.044
   1.35063     36.801810  0.000  0.044  0.000  0.044
   1.36547     36.904932  0.006  0.016  0.000  0.020
   1.38031     36.992918  0.002  0.020  0.000  0.022
   1.39516     37.047331  0.000  0.006  0.000  0.006
   1.41000     37.160729  0.000  0.000  0.000  0.000
   1.42484     37.307765  0.000  0.000  0.000  0.000
   1.43968     37.455403  0.000  0.012  0.000  0.012
   1.45453     37.593169  0.000  0.002  0.000  0.002
   1.46937     37.726801  0.000  0.006  0.000  0.006
   1.46937     37.726801  0.000  0.006  0.000  0.006
   1.48651     37.575499  0.000  0.010  0.000  0.010
   1.50364     37.380176  0.000  0.008  0.000  0.008
   1.52078     37.283554  0.000  0.002  0.000  0.004
   1.53792     37.363461  0.000  0.010  0.000  0.010
   1.55506     37.475907  0.000  0.012  0.000  0.012
   1.57220     37.539492  0.008  0.024  0.000  0.032
   1.58933     37.769841  0.000  0.014  0.000  0.014
   1.60647     37.842716  0.000  0.010  0.000  0.012
   1.62361     37.887605  0.000  0.008  0.000  0.008
   1.64075     37.911573  0.000  0.008  0.000  0.008
   1.65789     37.914822  0.000  0.008  0.000  0.008
   1.67503     37.889486  0.000  0.010  0.000  0.010
   1.69216     37.767496  0.004  0.018  0.000  0.022
   1.70930     37.529741  0.008  0.014  0.000  0.024
   1.72644     37.277609  0.012  0.012  0.000  0.024
   1.74358     37.357809  0.000  0.000  0.000  0.000
   1.76072     37.216762  0.004  0.016  0.000  0.020
   1.77785     37.014590  0.000  0.000  0.000  0.000
   1.79499     36.886900  0.018  0.002  0.000  0.018
   1.81213     36.803270  0.014  0.002  0.000  0.016
