#K-Path          Energy     s      p      d    tot
# NKPTS & NBANDS: 200  40
# Band-Index    1
   0.63821     23.068774  0.000  0.000  0.000  0.000
   0.62337     23.000172  0.000  0.000  0.000  0.000
   0.60853     22.933136  0.000  0.000  0.000  0.000
   0.59368     22.867670  0.000  0.000  0.000  0.000
   0.57884     22.803781  0.000  0.000  0.000  0.000
   0.56400     22.741471  0.000  0.000  0.000  0.000
   0.54916     22.680746  0.000  0.000  0.000  0.000
   0.53432     22.621607  0.000  0.000  0.000  0.000
   0.51947     22.564058  0.000  0.000  0.000  0.000
   0.50463     22.508104  0.000  0.000  0.000  0.000
   0.48979     22.453746  0.000  0.000  0.000  0.000
   0.47495     22.400987  0.000  0.000  0.000  0.000
   0.46010     22.349829  0.000  0.000  0.000  0.000
   0.44526     22.300276  0.000  0.000  0.000  0.000
   0.43042     22.252329  0.000  0.000  0.000  0.000
   0.41558     22.205985  0.000  0.000  0.000  0.000
   0.40074     22.161255  0.000  0.000  0.000  0.000
   0.38589     22.118140  0.000  0.000  0.000  0.000
   0.37105     22.076639  0.000  0.000  0.000  0.000
   0.35621     22.036755  0.000  0.000  0.000  0.000
   0.34137     21.998489  0.000  0.000  0.000  0.000
   0.32653     21.961838  0.000  0.000  0.000  0.000
   0.31168     21.926809  0.000  0.000  0.000  0.000
   0.29684     21.893402  0.000  0.000  0.000  0.000
   0.28200     21.861618  0.000  0.000  0.000  0.000
   0.26716     21.831458  0.000  0.000  0.000  0.000
   0.25232     21.802922  0.000  0.000  0.000  0.000
   0.23747     21.776012  0.000  0.000  0.000  0.000
   0.22263     21.750729  0.000  0.000  0.000  0.000
   0.20779     21.727073  0.000  0.000  0.000  0.000
   0.19295     21.705048  0.000  0.000  0.000  0.000
   0.17811     21.684650  0.000  0.000  0.000  0.000
   0.16326     21.665881  0.000  0.000  0.000  0.000
   0.14842     21.648743  0.000  0.000  0.000  0.000
   0.13358     21.633233  0.000  0.000  0.000  0.000
   0.11874     21.619356  0.000  0.000  0.000  0.000
   0.10389     21.607111  0.000  0.000  0.000  0.000
   0.08905     21.596497  0.000  0.000  0.000  0.000
   0.07421     21.587516  0.000  0.000  0.000  0.000
   0.05937     21.580168  0.000  0.000  0.000  0.000
   0.04453     21.574452  0.000  0.000  0.000  0.000
   0.02968     21.570370  0.000  0.000  0.000  0.000
   0.01484     21.567920  0.000  0.000  0.000  0.000
   0.00000     21.567103  0.000  0.000  0.000  0.000
 
# Band-Index   21
   0.00000     22.493805  0.000  0.066  0.000  0.066
   0.01484     22.490317  0.000  0.066  0.000  0.066
   0.02968     22.480051  0.000  0.066  0.000  0.066
   0.04453     22.463587  0.000  0.064  0.000  0.064
   0.05937     22.441828  0.000  0.062  0.000  0.062
   0.07421     22.415918  0.000  0.058  0.000  0.058
   0.08905     22.387162  0.000  0.056  0.000  0.056
   0.10389     22.356925  0.000  0.052  0.000  0.052
   0.11874     22.326756  0.000  0.048  0.000  0.048
   0.13358     22.297892  0.000  0.044  0.000  0.044
   0.14842     22.271756  0.000  0.040  0.000  0.040
   0.16326     22.249737  0.000  0.036  0.000  0.036
   0.17811     22.233006  0.000  0.034  0.000  0.034
   0.19295     22.222817  0.000  0.030  0.000  0.030
   0.20779     22.220179  0.000  0.026  0.000  0.026
   0.22263     22.226033  0.000  0.022  0.000  0.022
   0.23747     22.241151  0.000  0.020  0.000  0.020
   0.25232     22.266124  0.000  0.016  0.000  0.016
   0.26716     22.301358  0.000  0.014  0.000  0.014
   0.28200     22.347055  0.000  0.012  0.000  0.012
   0.29684     22.403214  0.000  0.010  0.000  0.010
   0.31168     22.469654  0.000  0.010  0.000  0.010
   0.32653     22.546029  0.000  0.008  0.000  0.008
   0.34137     22.631871  0.000  0.008  0.000  0.008
   0.35621     22.726575  0.000  0.008  0.000  0.008
   0.37105     22.829528  0.000  0.008  0.000  0.008
   0.38589     22.940018  0.000  0.010  0.000  0.010
   0.40074     23.057313  0.000  0.010  0.000  0.010
   0.41558     23.180676  0.000  0.012  0.000  0.012
   0.43042     23.309363  0.000  0.014  0.000  0.014
   0.44526     23.442550  0.000  0.016  0.000  0.016
   0.46010     23.579458  0.000  0.018  0.000  0.018
   0.47495     23.719269  0.000  0.020  0.000  0.020
   0.48979     23.861057  0.000  0.022  0.000  0.022
   0.50463     24.003874  0.000  0.026  0.000  0.026
   0.51947     24.146650  0.000  0.030  0.000  0.030
   0.53432     24.288205  0.000  0.032  0.000  0.032
   0.54916     24.427197  0.000  0.036  0.000  0.036
   0.56400     24.562130  0.000  0.042  0.000  0.042
   0.57884     24.691364  0.000  0.046  0.000  0.046
   0.59368     24.813152  0.000  0.050  0.000  0.050
   0.60853     24.925787  0.000  0.056  0.000  0.056
   0.62337     25.027767  0.000  0.060  0.000  0.060
   0.63821     25.118035  0.000  0.064  0.000  0.064
   0.65305     25.196226  0.000  0.068  0.000  0.068
   0.66789     25.262811  0.000  0.070  0.000  0.070
   0.68274     25.319129  0.000  0.070  0.000  0.070
   0.69758     25.367284  0.000  0.070  0.000  0.070
   0.71242     25.409951  0.000  0.068  0.000  0.068
   0.72726     25.450288  0.000  0.066  0.000  0.066
   0.74210     25.491767  0.000  0.062  0.000  0.062
   0.75695     25.538248  0.000  0.056  0.000  0.056
   0.77179     25.593601  0.000  0.050  0.000  0.050
   0.78663     25.661697  0.000  0.044  0.000  0.044
   0.80147     25.746044  0.000  0.036  0.000  0.036
   0.81632     25.849477  0.000  0.028  0.000  0.028
   0.83116     25.973187  0.000  0.022  0.000  0.022
   0.84600     26.116914  0.000  0.016  0.000  0.016
   0.86084     26.279209  0.000  0.012  0.000  0.012
   0.87568     26.456541  0.030  0.016  0.000  0.046
   0.89053     26.581678  0.026  0.004  0.000  0.030
   0.90537     26.631106  0.016  0.000  0.000  0.016
   0.92021     26.613349  0.010  0.000  0.000  0.010
   0.93505     26.571849  0.008  0.002  0.000  0.008
   0.94989     26.526261  0.006  0.002  0.000  0.008
   0.96474     26.489881  0.004  0.002  0.000  0.006
   0.97958     26.503629  0.006  0.004  0.000  0.010
   0.99442     26.645737  0.016  0.004  0.000  0.020
   1.00926     26.858627  0.020  0.004  0.000  0.024
   1.02410     27.092784  0.022  0.002  0.000  0.024
   1.03895     27.337250  0.022  0.002  0.000  0.022
   1.05379     27.588586  0.020  0.002  0.000  0.022
   1.06863     27.845159  0.020  0.002  0.000  0.022
   1.08347     28.106027  0.020  0.002  0.000  0.022
   1.09832     28.370561  0.020  0.002  0.000  0.022
   1.11316     28.638305  0.018  0.002  0.000  0.022
   1.12800     28.908923  0.018  0.004  0.000  0.022
   1.14284     29.182136  0.018  0.004  0.000  0.022
   1.15768     29.457735  0.018  0.004  0.000  0.022
   1.17253     29.735525  0.016  0.006  0.000  0.022
   1.18737     29.949369  0.000  0.040  0.000  0.040
   1.20221     29.929822  0.000  0.038  0.000  0.038
   1.21705     29.912271  0.000  0.036  0.000  0.036
   1.23189     29.898261  0.000  0.034  0.000  0.034
   1.24674     29.889128  0.000  0.034  0.000  0.034
   1.26158     29.886181  0.000  0.032  0.000  0.032
   1.27642     29.890799  0.000  0.032  0.000  0.032
   1.29126     29.904338  0.000  0.030  0.000  0.030
   1.30610     29.928363  0.000  0.030  0.000  0.030
   1.32095     29.964205  0.000  0.030  0.000  0.030
   1.33579     30.013092  0.000  0.032  0.000  0.032
   1.35063     30.075900  0.000  0.032  0.000  0.032
   1.36547     30.152938  0.000  0.034  0.000  0.034
   1.38031     30.243714  0.000  0.038  0.000  0.038
   1.39516     30.346687  0.000  0.040  0.000  0.040
   1.41000     30.458869  0.000  0.044  0.000  0.044
   1.42484     30.575022  0.000  0.050  0.000  0.050
   1.43968     30.685677  0.000  0.056  0.000  0.056
   1.45453     30.772936  0.000  0.064  0.000  0.064
   1.46937     30.807917  0.000  0.066  0.000  0.066
   1.46937     30.807917  0.000  0.066  0.000  0.066
   1.48651     30.761960  0.000  0.062  0.000  0.062
   1.50364     30.652968  0.000  0.054  0.000  0.054
   1.52078     30.521004  0.000  0.046  0.000  0.046
   1.53792     30.387949  0.000  0.042  0.000  0.042
   1.55506     30.264092  0.000  0.038  0.000  0.038
   1.57220     30.154433  0.000  0.034  0.000  0.034
   1.58933     30.061163  0.000  0.032  0.000  0.032
   1.60647     29.984544  0.000  0.030  0.000  0.030
   1.62361     29.923839  0.000  0.028  0.000  0.028
   1.64075     29.877584  0.000  0.026  0.000  0.026
   1.65789     29.844038  0.000  0.024  0.000  0.024
   1.67503     29.821448  0.000  0.022  0.000  0.022
   1.69216     29.808190  0.000  0.022  0.000  0.022
   1.70930     29.802829  0.000  0.020  0.000  0.020
   1.72644     29.804144  0.000  0.020  0.000  0.020
   1.74358     29.811052  0.000  0.020  0.000  0.020
   1.76072     29.822560  0.000  0.018  0.000  0.018
   1.77785     29.837752  0.000  0.018  0.000  0.018
   1.79499     29.855618  0.000  0.016  0.000  0.016
   1.81213     29.630384  0.022  0.008  0.000  0.030
   1.82927     29.356929  0.022  0.008  0.000  0.032
   1.84641     29.085569  0.024  0.008  0.000  0.032
   1.86355     28.816352  0.024  0.008  0.000  0.032
   1.88068     28.549293  0.024  0.008  0.000  0.032
   1.89782     28.284420  0.026  0.008  0.000  0.032
   1.91496     28.021759  0.026  0.006  0.000  0.034
   1.93210     27.761320  0.028  0.006  0.000  0.034
   1.94924     27.503123  0.028  0.006  0.000  0.034
   1.96637     27.247196  0.028  0.006  0.000  0.034
   1.98351     26.993570  0.030  0.006  0.000  0.036
   2.00065     26.742245  0.030  0.006  0.000  0.036
   2.01779     26.543240  0.018  0.000  0.000  0.018
   2.03493     26.562259  0.022  0.004  0.000  0.026
   2.05207     26.532484  0.024  0.012  0.000  0.038
   2.06920     26.442573  0.024  0.026  0.000  0.050
   2.08634     26.316645  0.022  0.042  0.000  0.062
   2.10348     26.178832  0.018  0.056  0.000  0.074
   2.12062     26.038911  0.016  0.068  0.000  0.084
   2.13776     25.898991  0.012  0.080  0.000  0.092
   2.15489     25.758060  0.010  0.088  0.000  0.098
   2.17203     25.613586  0.006  0.092  0.000  0.100
   2.18917     25.463494  0.004  0.094  0.000  0.098
   2.20631     25.306360  0.002  0.092  0.000  0.094
   2.22345     25.141925  0.002  0.088  0.000  0.090
   2.24059     24.970546  0.000  0.084  0.000  0.084
   2.25772     24.793140  0.000  0.078  0.000  0.078
   2.27486     24.610766  0.000  0.072  0.000  0.072
   2.29200     24.424582  0.000  0.066  0.000  0.068
   2.30914     24.235723  0.000  0.062  0.000  0.062
   2.32628     24.044854  0.000  0.058  0.000  0.058
   2.34341     23.852861  0.002  0.054  0.000  0.056
   2.36055     23.660250  0.002  0.050  0.000  0.052
   2.37769     23.467616  0.002  0.048  0.000  0.050
   2.39483     23.275274  0.004  0.044  0.000  0.048
   2.41197     23.083645  0.004  0.042  0.000  0.046
   2.42911     22.893023  0.004  0.040  0.000  0.044
   2.44624     22.703686  0.004  0.038  0.000  0.042
   2.46338     22.515853  0.006  0.034  0.000  0.040
   2.48052     22.329783  0.006  0.032  0.000  0.040
   2.49766     22.145769  0.008  0.030  0.000  0.038
   2.51480     21.964161  0.008  0.028  0.000  0.036
   2.53193     21.785418  0.008  0.026  0.000  0.034
   2.54907     21.610402  0.010  0.022  0.000  0.032
   2.56621     21.441018  0.010  0.016  0.000  0.024
   2.58335     21.293745  0.000  0.000  0.000  0.000
   2.60049     21.160392  0.000  0.002  0.000  0.002
   2.61763     21.043922  0.012  0.002  0.000  0.014
   2.63476     21.030546  0.014  0.018  0.000  0.032
   2.65190     21.075857  0.010  0.042  0.000  0.052
   2.66904     21.140668  0.006  0.062  0.000  0.068
   2.68618     21.208061  0.004  0.078  0.000  0.082
   2.70332     21.271055  0.002  0.096  0.000  0.098
   2.72045     21.325168  0.000  0.112  0.000  0.112
   2.73759     21.367444  0.000  0.130  0.000  0.130
   2.75473     21.395139  0.000  0.148  0.000  0.148
   2.77187     21.406157  0.000  0.164  0.000  0.166
   2.78901     21.399233  0.002  0.180  0.000  0.184
   2.80615     21.373942  0.006  0.194  0.000  0.200
   2.82328     21.356836  0.000  0.062  0.000  0.062
   2.84042     21.294355  0.000  0.056  0.000  0.056
   2.85756     21.198617  0.018  0.218  0.000  0.236
   2.87470     21.114988  0.022  0.218  0.000  0.240
   2.89184     21.023438  0.028  0.216  0.000  0.244
   2.90897     20.927255  0.034  0.210  0.000  0.242
   2.92611     20.829384  0.038  0.202  0.000  0.240
   2.94325     20.733140  0.042  0.192  0.000  0.234
   2.96039     20.641567  0.048  0.178  0.000  0.226
   2.97753     20.558012  0.052  0.164  0.000  0.216
   2.99467     20.485824  0.054  0.148  0.000  0.204
   3.01180     20.428083  0.058  0.130  0.000  0.188
   3.02894     20.388036  0.060  0.112  0.000  0.174
   3.04608     20.368106  0.062  0.094  0.000  0.158
   3.06322     20.369960  0.064  0.076  0.000  0.140
   3.08036     20.393916  0.064  0.060  0.000  0.126
   3.09749     20.438835  0.064  0.046  0.000  0.112
   3.11463     20.502187  0.064  0.036  0.000  0.100
   3.13177     20.580284  0.064  0.026  0.000  0.090
   3.14891     20.668537  0.062  0.020  0.000  0.084
   3.16605     20.761603  0.062  0.018  0.000  0.078
 
# Band-Index   22
   3.16605     20.761717  0.062  0.018  0.000  0.078
   3.14891     20.801892  0.000  0.000  0.000  0.000
   3.13177     20.827425  0.000  0.002  0.000  0.002
   3.11463     20.866089  0.000  0.004  0.000  0.004
   3.09749     20.915049  0.000  0.006  0.000  0.006
   3.08036     20.971855  0.000  0.008  0.000  0.008
   3.06322     21.034383  0.000  0.012  0.000  0.012
   3.04608     21.100729  0.000  0.014  0.000  0.014
   3.02894     21.169090  0.000  0.018  0.000  0.018
   3.01180     21.237638  0.000  0.020  0.000  0.020
   2.99467     21.304414  0.000  0.024  0.000  0.024
   2.97753     21.367203  0.000  0.030  0.000  0.030
   2.96039     21.423475  0.000  0.034  0.000  0.034
   2.94325     21.470356  0.000  0.040  0.000  0.040
   2.92611     21.504747  0.000  0.044  0.000  0.044
   2.90897     21.523744  0.000  0.050  0.000  0.050
   2.89184     21.525065  0.000  0.054  0.000  0.054
   2.87470     21.507681  0.000  0.058  0.000  0.058
   2.85756     21.472294  0.000  0.060  0.000  0.060
   2.84042     21.421014  0.000  0.062  0.000  0.062
   2.82328     21.436392  0.000  0.056  0.000  0.056
   2.80615     21.580053  0.000  0.056  0.000  0.056
   2.78901     21.725298  0.000  0.058  0.000  0.058
   2.77187     21.872083  0.000  0.058  0.000  0.058
   2.75473     22.020335  0.000  0.058  0.000  0.058
   2.73759     22.170059  0.000  0.060  0.000  0.060
   2.72045     22.284418  0.016  0.576  0.000  0.592
   2.70332     22.204910  0.022  0.578  0.000  0.600
   2.68618     22.126265  0.030  0.568  0.000  0.598
   2.66904     22.052754  0.038  0.548  0.000  0.584
   2.65190     21.989309  0.046  0.516  0.000  0.562
   2.63476     21.941463  0.054  0.470  0.000  0.524
   2.61763     21.915332  0.060  0.414  0.000  0.476
   2.60049     21.916435  0.064  0.350  0.000  0.416
   2.58335     21.948301  0.066  0.284  0.000  0.350
   2.56621     22.011021  0.066  0.222  0.000  0.288
   2.54907     22.101675  0.064  0.170  0.000  0.234
   2.53193     22.215848  0.060  0.130  0.000  0.190
   2.51480     22.348539  0.056  0.100  0.000  0.156
   2.49766     22.495704  0.052  0.078  0.000  0.130
   2.48052     22.654406  0.048  0.060  0.000  0.108
   2.46338     22.822311  0.046  0.048  0.000  0.094
   2.44624     22.997612  0.042  0.038  0.000  0.082
   2.42911     23.179157  0.040  0.032  0.000  0.072
   2.41197     23.366057  0.038  0.026  0.000  0.064
   2.39483     23.557656  0.036  0.022  0.000  0.058
   2.37769     23.753456  0.034  0.018  0.000  0.052
   2.36055     23.953083  0.032  0.016  0.000  0.048
   2.34341     24.156276  0.032  0.014  0.000  0.044
   2.32628     24.362804  0.030  0.012  0.000  0.042
   2.30914     24.572480  0.028  0.010  0.000  0.038
   2.29200     24.785169  0.028  0.008  0.000  0.036
   2.27486     25.000757  0.026  0.008  0.000  0.034
   2.25772     25.219148  0.026  0.006  0.000  0.032
   2.24059     25.440264  0.024  0.006  0.000  0.030
   2.22345     25.664044  0.024  0.006  0.000  0.028
   2.20631     25.890433  0.022  0.006  0.000  0.028
   2.18917     26.119383  0.022  0.004  0.000  0.026
   2.17203     26.350856  0.020  0.004  0.000  0.026
   2.15489     26.584818  0.020  0.004  0.000  0.024
   2.13776     26.799824  0.000  0.000  0.000  0.000
   2.12062     26.998642  0.014  0.000  0.000  0.014
   2.10348     26.992937  0.010  0.002  0.000  0.010
   2.08634     26.975779  0.004  0.004  0.000  0.010
   2.06920     26.966107  0.002  0.010  0.000  0.012
   2.05207     26.994371  0.000  0.016  0.000  0.016
   2.03493     27.088588  0.002  0.018  0.000  0.020
   2.01779     27.239295  0.006  0.016  0.000  0.020
   2.00065     27.422478  0.008  0.012  0.000  0.020
   1.98351     27.624497  0.010  0.008  0.000  0.018
   1.96637     27.839061  0.010  0.006  0.000  0.016
   1.94924     28.062975  0.010  0.004  0.000  0.014
   1.93210     28.294381  0.010  0.004  0.000  0.014
   1.91496     28.532043  0.010  0.002  0.000  0.012
   1.89782     28.775093  0.010  0.002  0.000  0.012
   1.88068     29.022888  0.008  0.002  0.000  0.012
   1.86355     29.274919  0.008  0.004  0.000  0.012
   1.84641     29.530769  0.008  0.004  0.000  0.012
   1.82927     29.790112  0.008  0.004  0.000  0.012
   1.81213     29.874904  0.000  0.016  0.000  0.016
   1.79499     29.905938  0.022  0.010  0.000  0.030
   1.77785     30.183544  0.020  0.010  0.000  0.030
   1.76072     30.463178  0.020  0.010  0.000  0.030
   1.74358     30.744796  0.020  0.010  0.000  0.030
   1.72644     31.028331  0.018  0.010  0.000  0.030
   1.70930     31.313774  0.018  0.012  0.000  0.030
   1.69216     31.601045  0.018  0.012  0.000  0.030
   1.67503     31.890052  0.016  0.012  0.000  0.028
